,id,tid,tweet,user_id,coordinates,created_at,favorite_count,in_reply_to_screen_name,in_reply_to_status_id,in_reply_to_user_id,lang,quoted_status_id,retweet_count,source,is_retweet,hashtag_id,text
0,1,1131614151137062913,How can people like partying. I can't stand too loud music and a small room full of sweating alcoholic idiots. hmmpf.,1,,2019-05-23 17:33:32,0,,,,en,,0,"<a href=""http://twittbot.net/"" rel=""nofollow"">twittbot.net</a>",False,,
1,2,1131614151116124161,"RT @thehowie: @LindseyGrahamSC And Mueller said he could NOT exonerate him!  And left it to Congress to decide. Are you willfully ignorant,…",2,,2019-05-23 17:33:32,0,,,,en,,495,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",True,,
2,3,1131614151116087296,RT @fuckitydarkside: Oh my god!!! @JeffreeStar cosmetics has invaded the Philippines!! 💕♥ https://t.co/yDVI6nkQCU,3,,2019-05-23 17:33:32,0,,,,en,,698,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",True,,
3,4,1131614151153819648,"RT @SkeltonRobbie21: shawn: *yawns* 

sean: *yeans*",4,,2019-05-23 17:33:32,0,,,,en,,15454,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",True,,
4,5,1131614151124688896,RIP Tommy ❤️,5,,2019-05-23 17:33:32,0,,,,en,,0,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",False,,
5,6,1131614151154049024,"RT @FaithReeI: Put your trust in God, not man.",6,,2019-05-23 17:33:32,0,,,,en,,751,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",True,,
6,7,1131614151124639747,"RT @EddieDonovan: Rep. Ilhan Omar (D-MN) attacks conservative people of faith on the House floor, suggests that their concern for unborn ba…",7,,2019-05-23 17:33:32,0,,,,en,,2568,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",True,,
7,8,1131614151149727744,@RPAutoBase WANG JYUNHAO PDX101,8,,2019-05-23 17:33:32,0,RPAutoBase,1131612042375311361,817668664602161152,en,,0,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",False,,
8,9,1131614151141396482,Fake News – Joe Biggs https://t.co/IfnGjNa3zE,9,,2019-05-23 17:33:32,16,,,,en,,1,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",False,,
9,10,1131614151137267712,"RT @NewYorkStateAG: The rule means a nurse could refuse to give a measles vaccination, an ER doctor could refuse to care for a pregnant wom…",10,,2019-05-23 17:33:32,0,,,,en,,344,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",True,,
10,11,1131614151124639746,RT @LeeCamp: Proposing plans to collapse a society to steal their oil should sicken all of us. We only accept it because we are so used to…,11,,2019-05-23 17:33:32,0,,,,en,,211,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",True,,
11,12,1131614151133016064,"RT @diom_waly: Generous mobile offers with best Rizzo in Morocco

Generous mobile offers with best Rizzo in Morocco

Generous mobile offers…",12,,2019-05-23 17:33:32,0,,,,en,1131530328382873600,1,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",True,,
12,13,1131614151145664515,RT @sebastiangood: The first step in solving any problem is to dramatically underestimate its difficulty.,13,,2019-05-23 17:33:32,0,,,,en,,861,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",True,,
13,14,1131614151145656320,@adam22 Can’t wait to fly out to the store soon man,14,,2019-05-23 17:33:32,0,adam22,1131613605705576448,18014620,en,,0,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",False,,
14,15,1131614151116066816,Yes. They should have an option to take the housing and tuition or take a salary instead. There’s football and bask… https://t.co/QWJPWLPSda,15,,2019-05-23 17:33:32,2,,,,en,1131227068124094466,0,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",False,,
15,16,1131614151120437248,"@jbarro I can’t wait for the debates. 

There are so many great questions Trump never has to face bc he does all dr… https://t.co/kRSqEIrrNV",16,,2019-05-23 17:33:32,0,jbarro,1131542531773276160,16244449,en,,0,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",False,,
16,17,1131614151128899584,"@piersmorgan @7nestingwrens Because his generation laughed in the face of Adolf Hitler, even as the bombs dropped a… https://t.co/B2Zsan1YeC",17,,2019-05-23 17:33:32,0,piersmorgan,1131611298855358465,216299334,en,,0,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",False,,
17,18,1131614155335561216,"@ghostinkordei @legendperrie Let’s do it baby , I know the law",18,,2019-05-23 17:33:33,2,ghostinkordei,1131612765418713088,4406268494,en,,0,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",False,,
18,19,1131614155327148037,RT @swoonzi: you know the fact that this is so stupid and i’m probably going to attempt this in like a few days max really speaks to me htt…,19,,2019-05-23 17:33:33,0,,,,en,,131678,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",True,,
19,20,1131614155318804480,RT @snowbornstark: snoop dogg’s reaction to game of thrones finale is sending me https://t.co/DNCNwIZDRZ,20,,2019-05-23 17:33:33,0,,,,en,,86145,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",True,,
20,21,1131614155348119553,RT @SCMPNews: Making chicken with black bean sauce: a Cantonese dish gets a makeover https://t.co/JNHrgdXjIx by @SusanJungHKFood #recipe,21,,2019-05-23 17:33:33,0,,,,en,,2,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",True,1.0,recipe
21,22,1131614155335585792,We are great❤️,22,,2019-05-23 17:33:33,1,,,,en,1131613899797803009,1,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",False,,
22,23,1131614155323133954,@kylemackay__ @HKVITA14 @mk_3699 @SayGoodbyeLG @KEEMSTAR @TTfue Why does his age matter at all? Also I'd rather play cod over fortnite.,23,,2019-05-23 17:33:33,1,kylemackay__,1131604224842899457,519756199,en,,0,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",False,,
23,24,1131614155310395392,RT @realDonaldTrump: Congratulations to Prime Minister @NarendraModi and his BJP party on their BIG election victory! Great things are in s…,24,,2019-05-23 17:33:33,0,,,,en,,51554,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",True,,
24,25,1131614155335753728,RT @RyLo361: Don’t expect and you won’t get disappointed,25,,2019-05-23 17:33:33,0,,,,en,,4,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",True,,
25,26,1131614155339907072,RT @ShmeckaBeks: You want to prevent abortion? THIS is how. Not draconian laws that do nothing but kill women. https://t.co/MNK7d15J0T,26,,2019-05-23 17:33:33,0,,,,en,,22837,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",True,,
26,27,1131614155323117570,RT @kylanvibez: never beg anyone for anything. not time. not attention. not love. nothing.,27,,2019-05-23 17:33:33,0,,,,en,,3530,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",True,,
27,28,1131614155348369408,"@NewYorkStateAG As an ER nurse, this is shocking. No one should be in the medical profession, if you cannot put you… https://t.co/lH3BqVMFri",28,,2019-05-23 17:33:33,0,NewYorkStateAG,1131613016993214464,132496568,en,,0,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",False,,
28,29,1131614155323191301,Wait how do people actually know their height in numbers? Do ya'll really take time to measure yourselves or what?… https://t.co/iZ3i6AQG4v,29,,2019-05-23 17:33:33,0,,,,en,1131231708500639744,0,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",False,,
29,30,1131614159538233344,RT @tracethorpe: Neo really hit that mf https://t.co/LTbTZ0RY1a,30,,2019-05-23 17:33:34,0,,,,en,,37725,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",True,,
30,31,1131614159513067520,RT @AngelWa36000797: Good morning everyone xxx https://t.co/nAiCGFUhlr,31,,2019-05-23 17:33:34,0,,,,en,,3,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",True,,
31,32,1131614159525650432,"RT @WomensAction: This May 24th, we will be proud to celebrate International Women’s Day for Peace and Disarmament as a member of the Partn…",32,,2019-05-23 17:33:34,0,,,,en,,19,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",True,,
32,33,1131614159504838658,Legalise all drugs. Drugs use will never cease.,33,,2019-05-23 17:33:34,0,,,,en,,0,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",False,,
33,34,1131614159517442048,RT @ssel__: @sienaarae LMFAO ILY,34,,2019-05-23 17:33:34,0,,,,en,,1,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",True,,
34,35,1131614159517421568,"RT @osofo_Mami: Jesus You are Holy Holy Holy!♥️✨
#TwitterForGod ✨ https://t.co/Att3JMv3dJ",35,,2019-05-23 17:33:34,0,,,,en,1131303939561984000,5,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",True,2.0,twitterforgod
35,36,1131614159521685504,RT @3ashou: The other night at @TasteMeDessert 😋😋😋 #dessertlover https://t.co/px3E4cYmaq,36,,2019-05-23 17:33:34,0,,,,en,,2,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",True,3.0,dessertlover
36,37,1131614159538466816,The latest The Microsoft Technology Daily! https://t.co/JnWkVyMnCY #azure #visualstudio,37,,2019-05-23 17:33:34,0,,,,en,,0,"<a href=""https://paper.li"" rel=""nofollow"">Paper.li</a>",False,4.0,azure
37,37,1131614159538466816,The latest The Microsoft Technology Daily! https://t.co/JnWkVyMnCY #azure #visualstudio,37,,2019-05-23 17:33:34,0,,,,en,,0,"<a href=""https://paper.li"" rel=""nofollow"">Paper.li</a>",False,5.0,visualstudio
38,38,1131614159542657025,"RT @JamesAd63835569: No I dont believe that’s hers, not enough dimples, wrinkles and warts! https://t.co/6X7LUCERuI",38,,2019-05-23 17:33:34,0,,,,en,1131570100014931969,1,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",True,,
39,39,1131614159504912384,"@btsisgay she supports rapists and pedophiles, why would we support her",39,,2019-05-23 17:33:34,1,btsisgay,1131605609013399552,788337126756626432,en,,0,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",False,,
40,40,1131614155327266823,"Why @NRA Is Raising A Red Flag Over ""Red Flag"" Laws. A must read by @charlescwcooke, who articulates why ""red flag""… https://t.co/4kulVGhbv0",40,,2019-05-23 17:33:33,9,,,,en,,4,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",False,,
41,41,1131614163711565825,RT @_nitzaa: The only Hispanic in my program at Harvard Law... THIS ONES FOR THE CULTURE https://t.co/Q4A8NEcdcQ,41,,2019-05-23 17:33:35,0,,,,en,,7711,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",True,,
42,42,1131614163715989505,"Can’t wait to go home and eat something, a bitch is starvin like Marvin 😂😭",42,,2019-05-23 17:33:35,0,,,,en,,0,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",False,,
43,43,1131614163711799297,RT @JoynerLucas: What's beef... https://t.co/zTRjSO8j5K,43,,2019-05-23 17:33:35,0,,,,en,,17590,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",True,,
44,44,1131614163703422977,@jodiblauritzen @TheMickyDolenz1 I’m jealous!,44,,2019-05-23 17:33:35,2,jodiblauritzen,1131614050264244225,626409451,en,,0,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",False,,
45,45,1131614163736911872,@justinstonexxx You are so young and cute and HOT!,45,,2019-05-23 17:33:35,0,justinstonexxx,1131588782837444608,971931858672824320,en,,0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",False,,
46,46,1131614163703422976,can't wait for robots to take all these jobs.,46,,2019-05-23 17:33:35,3,,,,en,1131613334762135552,0,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",False,,
47,47,1131614163715985411,RT @Demetriushtx: Rockets falling apart turn that shit up chief https://t.co/UHlYjfAJsm https://t.co/7YZVG8TMzR,47,,2019-05-23 17:33:35,0,,,,en,1131589633798754304,53,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",True,,
48,48,1131614167931088896,"RT @AnwarBenjaini: My tweets will confuse you. You’ll think I’m single, later on you’ll think I’m in love, one moment you’ll think I’m hear…",48,,2019-05-23 17:33:36,0,,,,en,,42238,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",True,,
49,49,1131614167901777920,"RT @KCON_Global: Waited a long time for #GOT7! 
Always fancy and classy 👏
 
#MarketerK #MCDxKCON #KCON2019 #MCOUNTDOWN @GOT7Official https:…",49,,2019-05-23 17:33:36,0,,,,en,,15961,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",True,6.0,got7
50,49,1131614167901777920,"RT @KCON_Global: Waited a long time for #GOT7! 
Always fancy and classy 👏
 
#MarketerK #MCDxKCON #KCON2019 #MCOUNTDOWN @GOT7Official https:…",49,,2019-05-23 17:33:36,0,,,,en,,15961,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",True,7.0,marketerk
51,49,1131614167901777920,"RT @KCON_Global: Waited a long time for #GOT7! 
Always fancy and classy 👏
 
#MarketerK #MCDxKCON #KCON2019 #MCOUNTDOWN @GOT7Official https:…",49,,2019-05-23 17:33:36,0,,,,en,,15961,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",True,8.0,mcdxkcon
52,49,1131614167901777920,"RT @KCON_Global: Waited a long time for #GOT7! 
Always fancy and classy 👏
 
#MarketerK #MCDxKCON #KCON2019 #MCOUNTDOWN @GOT7Official https:…",49,,2019-05-23 17:33:36,0,,,,en,,15961,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",True,9.0,kcon2019
53,49,1131614167901777920,"RT @KCON_Global: Waited a long time for #GOT7! 
Always fancy and classy 👏
 
#MarketerK #MCDxKCON #KCON2019 #MCOUNTDOWN @GOT7Official https:…",49,,2019-05-23 17:33:36,0,,,,en,,15961,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",True,10.0,mcountdown
54,50,1131614167897640960,You should tip your cashier,50,,2019-05-23 17:33:36,3,,,,en,,0,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",False,,
55,51,1131614167893520384,"RT @notjolteon: as much as i hate tumblr, at least it 1. has a functional tagging system that doesn’t ruin the aesthetic of your posts, 2.…",51,,2019-05-23 17:33:36,0,,,,en,,8030,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",True,,
56,52,1131614167922892808,"RT @ZooMaa: @Rory_Luukas @TfueHoncho I agree man, I just have an issue with the way he’s acted. No respect at all.",52,,2019-05-23 17:33:36,0,,,,en,,1,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",True,,
57,53,1131614167914491904,"RT @justinamash: Both men have been convicted for offering false information, and Manafort’s lack of cooperation left open some significant…",53,,2019-05-23 17:33:36,0,,,,en,,2705,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",True,,
58,54,1131614167906029568,"RT @FawadPTIUpdates: August will be observed as Month of Science and Technology - @fawadchaudhry, Minister of #PakScienceAndTech
@TechJuice…",54,,2019-05-23 17:33:36,0,,,,en,,383,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",True,11.0,pakscienceandtech
59,55,1131614167893467137,"RT @ATEEZofficial: [🎬] ATEEZ - ‘ILLUSION’ Instrumental Teaser

ALBUM RELEASE 2019. 6. 10 6PM

#One_To_All #ILLUSION #ATEEZ #에이티즈 https://t.…",55,,2019-05-23 17:33:36,0,,,,en,,14649,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",True,12.0,one_to_all
60,55,1131614167893467137,"RT @ATEEZofficial: [🎬] ATEEZ - ‘ILLUSION’ Instrumental Teaser

ALBUM RELEASE 2019. 6. 10 6PM

#One_To_All #ILLUSION #ATEEZ #에이티즈 https://t.…",55,,2019-05-23 17:33:36,0,,,,en,,14649,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",True,13.0,illusion
61,55,1131614167893467137,"RT @ATEEZofficial: [🎬] ATEEZ - ‘ILLUSION’ Instrumental Teaser

ALBUM RELEASE 2019. 6. 10 6PM

#One_To_All #ILLUSION #ATEEZ #에이티즈 https://t.…",55,,2019-05-23 17:33:36,0,,,,en,,14649,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",True,14.0,ateez
62,55,1131614167893467137,"RT @ATEEZofficial: [🎬] ATEEZ - ‘ILLUSION’ Instrumental Teaser

ALBUM RELEASE 2019. 6. 10 6PM

#One_To_All #ILLUSION #ATEEZ #에이티즈 https://t.…",55,,2019-05-23 17:33:36,0,,,,en,,14649,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",True,15.0,에이티즈
63,56,1131614167910232065,@Badlex727 I am okay with this 😎,56,,2019-05-23 17:33:36,0,Badlex727,1131601329439346688,2750656853,en,,0,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",False,,
64,57,1131614167910289408,"RT @RA_PaulHughes: CT insurance industry slams proposed public option.  “We believe the current legislation, as drafted, continues down the…",57,,2019-05-23 17:33:36,0,,,,en,,2,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",True,,
65,58,1131614167931265027,"@SBienkowski Nah, Our bank holiday was on Monday for some reason",58,,2019-05-23 17:33:36,0,SBienkowski,1131613886225027073,67137605,en,,0,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",False,,
66,59,1131614167922814976,RT @DeeptiSachdeva_: What's been the Congress's biggest mistake?,59,,2019-05-23 17:33:36,0,,,,en,,29,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",True,,
67,60,1131614167918620672,@rhymeswithfate lmfaooo you mean it hasn’t been you all this time?,60,,2019-05-23 17:33:36,1,rhymeswithfate,1131613992852643841,55926545,en,,0,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",False,,
68,61,1131614167914430465,@Dadmilkmen I mean nothing wrong with drawings,61,,2019-05-23 17:33:36,2,Dadmilkmen,1131601860559855621,1023288928030343169,en,,0,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",False,,
69,62,1131614167910297600,"RT @jasonwstein: They clearly don’t get Kawhi. The proper offer is a nondescript one-bedroom with three Gatorades, a Bowflex, and limited l…",62,,2019-05-23 17:33:36,0,,,,en,1131317246037549056,781,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",True,,
70,63,1131614167918628867,"There is nothing to say here to this other than 'Holy Shit'
'James Comey had used the dossier in repeated FISA appl… https://t.co/SgQGEhnEGk",63,,2019-05-23 17:33:36,0,,,,en,,0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",False,,
71,64,1131614167893499904,@FinancialTimes @robertshrimsley This gentleman was sat outside polling station today counting brexit party voters… https://t.co/yOzBInaZ6c,64,,2019-05-23 17:33:36,0,FinancialTimes,1131160317789134848,4898091,en,,0,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",False,,
72,65,1131614172095975424,RT @cloudd_e_yaa: But are you this old 🤣 https://t.co/uuiAUZceOj,65,,2019-05-23 17:33:37,0,,,,en,,5183,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",True,,
73,66,1131614172108808192,Any real black person knows Cantu does not work😭,66,,2019-05-23 17:33:37,1,,,,en,,0,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",False,,
74,67,1131614172104601604,Aahhh great i just notice that she blocked my facebook :),67,,2019-05-23 17:33:37,0,,,,en,,0,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M2)</a>",False,,
75,68,1131614172091957250,@mommaTam522  Well welcome back,68,,2019-05-23 17:33:37,2,mommaTam522,,896837117552189440,en,,0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",False,,
76,69,1131614172091957251,My angel ❤️😍,69,,2019-05-23 17:33:37,22,,,,en,1131563749943455744,0,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",False,,
77,70,1131614172112986112,@babiedjh Well fondle my vagina and give me a hooker,70,,2019-05-23 17:33:37,0,babiedjh,1131185360111886337,2266558243,en,,0,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",False,,
78,71,1131614172112982016,RT @markgurman: This is bizarre. Apple’s been criticized for years for only offering 5GB free and now Samsung is dropping 3x to that level.…,71,,2019-05-23 17:33:37,0,,,,en,1131602577366298629,43,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",True,,
79,72,1131614172100399104,@baabykenn Okay skin😍,72,,2019-05-23 17:33:37,1,baabykenn,1131608434518970368,893316022668849152,en,,0,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",False,,
80,73,1131614172117131264,RT @lesbi_angst: rt if you support abortion and gay rat wedding https://t.co/AQ4DoQAHBc,73,,2019-05-23 17:33:37,0,,,,en,1130924317179613189,49743,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",True,,
81,74,1131614172087750662,I’m the heaviest I’ve been in years. I was okay with it until everyone started pointing it out and telling me to lo… https://t.co/ldBzJv3NSV,74,,2019-05-23 17:33:37,0,,,,en,1131612696774881286,1,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",False,,
82,75,1131614172117176325,This loop 😂🔥 https://t.co/u9g6ZdHVIy,75,,2019-05-23 17:33:37,0,,,,en,,0,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",False,,
83,76,1131614176298688513,@Postmanaut @basikally Very true,76,,2019-05-23 17:33:38,1,Postmanaut,1131613778666147840,827808287449952258,en,,0,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",False,,
84,77,1131614176307101696,RT @spanishcvndy: stop it i’m poor https://t.co/oz4hsy8IzC,77,,2019-05-23 17:33:38,0,,,,en,1131269199991586816,42190,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",True,,
85,78,1131614176315674628,A game about an orgy of Paddy Scott and Alex Hamilton.,78,,2019-05-23 17:33:38,0,,,,en,,0,"<a href=""https://cheapbotsdonequick.com"" rel=""nofollow"">Cheap Bots, Done Quick!</a>",False,,
86,79,1131614176282128385,@Ph65PauloDingle @MartinDaubney @ChukaUmunna Trump.,79,,2019-05-23 17:33:38,5,Ph65PauloDingle,1131613847863910400,317085605,en,,0,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",False,,
87,80,1131614176303091714,"@RepWilson I don’t understand why you didn’t sue him months ago, but in any case sue the bastard.",80,,2019-05-23 17:33:38,0,RepWilson,1131598063947132930,234014087,en,,1,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",False,,
88,81,1131614176315674629,yOU aRE TaLK aBoUt me AnD mY fAT aSS,81,,2019-05-23 17:33:38,0,,,,en,,0,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",False,,
89,82,1131614176315609093,"RT @KevinMKruse: My mentions are suddenly filled with dozens of trolls responding to this tweet from yesterday, so I'm just going to post i…",82,,2019-05-23 17:33:38,0,,,,en,1131225641091764224,175,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",True,,
90,83,1131614176315621377,"Now she's got a boyfriend
And I've got a rock band
There's nothing really at it
Cause the way it's been
Yeah, she's… https://t.co/6ncvaaOwVg",83,,2019-05-23 17:33:38,0,,,,en,,0,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",False,,
91,84,1131614176282066946,RT @sabrinskee: You think Mexico wants a bitch who shit herself at a house party? https://t.co/tXfGgTu2pY,84,,2019-05-23 17:33:38,0,,,,en,1129976880432652288,45683,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",True,,
92,85,1131614180476276737,"RT @hakim_badboy: Girls, pls dont just focus on being pretty. Education is important too.",85,,2019-05-23 17:33:39,0,,,,en,,9570,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",True,,
93,86,1131614180484608000,RT @kwnzick: rt for goodluck ? https://t.co/3HUf9nYJgo,86,,2019-05-23 17:33:39,0,,,,en,,8814,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",True,,
94,87,1131614180484702208,Whoever is above please Give me strengthto pull myself together i know i had my falls bruises and tears but that wo… https://t.co/LFKQLJDbUt,87,,2019-05-23 17:33:39,0,,,,en,,0,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",False,,
95,88,1131614180501598209,Y’all niggas is brazy 😂😂,88,,2019-05-23 17:33:39,0,,,,en,,0,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",False,,
96,89,1131614180493152257,RT @ABlanar__: At my funeral take the bouquet off my casket &amp; throw it in the crowd to see who next,89,,2019-05-23 17:33:39,0,,,,en,,31010,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",True,,
97,90,1131614180509855744,HEECHUL'S VOICE......... WHAT A GREAT SONG https://t.co/sdChAQK54k,90,,2019-05-23 17:33:39,0,jimmychimchim,1131609962063339520,2370197156,en,,0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",False,,
98,91,1131614180493021184,yieeeee buset,91,,2019-05-23 17:33:39,2,,,,en,1131109239559077888,0,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",False,,
99,92,1131614180509913088,"My folks generation had the flood of ‘93, mine has the flood of ‘19. Be praying for Kansas and Missouri",92,,2019-05-23 17:33:39,36,,,,en,,2,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",False,,
100,93,1131614180509999104,"RT @TomthunkitsMind: Kamala Harris, Cory Booker, Joe Biden, and many more Democrats are calling for AG Barr to resign — here’s why https://…",93,,2019-05-23 17:33:39,0,,,,en,,20,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",True,,
101,94,1131614180505735168,RT @Sylvieamx: #Pisces is one of the most sexual signs in the zodiac,94,,2019-05-23 17:33:39,0,,,,en,,173,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",True,16.0,pisces
